City,PM2.5,PM10,NO2,SO2,CO,O3,AQI
Bangalore,428.4,588.4,57.9,71.4,7.08,189.6,80.3
Delhi,450.7,234.8,94.8,99.7,4.21,193.7,251.1
Mumbai,430.0,300.4,148.1,50.6,8.12,138.3,47.8
Chennai,383.7,407.2,112.2,79.2,7.14,171.1,152.2
Kolkata,224.5,374.0,148.8,74.3,5.98,115.7,448.7
Bangalore,46.1,358.7,148.6,13.6,2.82,64.3,380.6
Delhi,285.7,577.6,81.0,88.4,6.68,156.5,359.0
Mumbai,319.0,73.3,71.9,28.6,3.01,94.9,58.3
Chennai,64.3,372.7,70.0,59.6,7.0,103.7,63.6
Kolkata,223.1,78.3,7.8,8.0,8.58,68.8,442.9
Bangalore,106.4,595.3,26.1,34.4,9.66,79.5,160.2
Delhi,73.3,306.6,43.7,49.4,5.43,50.1,35.4
Mumbai,252.0,220.2,68.1,73.4,0.57,95.4,274.9
Chennai,14.2,557.4,111.3,96.1,3.78,190.7,153.6
Kolkata,364.4,126.2,50.0,70.3,4.77,25.1,484.3
Bangalore,200.3,304.6,132.0,16.2,1.29,36.0,41.5
Delhi,158.3,529.7,131.3,59.1,8.72,141.7,376.7
Mumbai,346.4,410.5,34.9,81.0,1.46,77.8,144.2
Chennai,395.8,72.3,141.3,37.4,7.56,17.7,83.8
Kolkata,118.6,125.2,144.8,25.0,3.1,2.2,494.4
Bangalore,371.3,579.8,116.1,51.5,6.35,54.9,7.1
Delhi,383.4,137.4,19.1,24.4,0.78,101.9,405.4
Mumbai,278.2,57.1,30.7,73.4,0.75,26.6,484.4
Chennai,77.6,203.2,139.6,93.4,4.41,60.6,406.5
Kolkata,34.4,330.0,5.4,50.4,6.47,5.2,283.4
Bangalore,100.6,241.9,10.0,45.1,6.28,24.8,202.1
Delhi,483.8,272.3,125.1,52.0,8.06,184.7,239.5
Mumbai,427.7,437.0,13.8,6.1,8.4,58.1,376.7
Chennai,375.3,133.0,76.8,9.8,4.73,178.8,183.3
Kolkata,328.6,42.9,101.1,79.3,8.03,18.5,260.0
Bangalore,328.8,213.9,73.1,16.8,0.62,43.2,201.8
Delhi,407.3,518.9,147.8,56.8,6.17,61.3,220.9
Mumbai,488.3,433.8,130.1,97.9,6.16,82.5,351.0
Chennai,90.4,153.5,125.9,42.4,1.81,199.4,248.3
Kolkata,459.6,263.0,31.8,70.9,1.3,126.9,93.6
Bangalore,498.1,421.4,114.7,23.6,6.65,117.3,490.5
Delhi,497.0,199.0,15.1,49.5,4.71,91.8,155.8
Mumbai,264.6,520.1,149.7,91.8,6.6,139.7,35.2
Chennai,267.8,140.3,75.3,23.6,3.76,172.2,393.5
Kolkata,59.0,513.9,101.1,23.0,4.25,25.0,496.9
Bangalore,89.9,41.4,27.1,45.8,3.06,8.9,67.7
Delhi,341.5,588.2,100.0,25.8,5.71,75.1,420.4
Mumbai,245.6,489.9,74.9,6.1,1.51,149.5,87.3
Chennai,388.9,156.8,3.9,39.7,9.63,82.7,120.4
Kolkata,270.8,294.7,16.8,69.2,9.52,70.9,326.7
Bangalore,303.2,328.1,92.0,30.3,8.15,80.1,16.6
Delhi,157.0,337.3,100.6,33.1,9.88,169.7,87.4
Mumbai,214.3,35.5,136.1,28.7,8.6,137.4,126.9
Chennai,106.6,109.0,31.1,42.0,3.58,108.7,262.7
Kolkata,289.2,256.9,124.8,51.5,5.45,67.6,481.8
Bangalore,289.0,390.8,97.0,7.8,2.89,60.7,215.4
Delhi,419.1,31.5,83.8,48.7,8.36,2.9,400.4
Mumbai,278.4,340.4,73.9,42.8,9.27,42.6,261.4
Chennai,177.9,509.7,118.6,76.8,2.51,109.8,283.0
Kolkata,183.6,585.6,44.0,69.9,3.5,22.2,284.8
Bangalore,62.6,454.7,133.9,29.9,9.23,118.6,435.6
Delhi,376.9,236.2,42.6,74.8,6.27,7.7,315.7
Mumbai,182.1,549.6,54.9,46.4,9.81,192.0,202.0
Chennai,388.0,322.6,75.4,45.0,7.48,11.0,251.4
Kolkata,491.4,351.9,21.7,32.8,3.62,108.3,99.5
Bangalore,244.9,38.6,87.3,5.8,4.45,45.3,181.8
Delhi,131.4,175.9,50.1,32.0,8.33,5.2,467.2
Mumbai,262.4,432.3,37.1,89.5,4.35,145.9,281.0
Chennai,292.5,186.3,21.2,91.5,4.43,97.0,307.0
Kolkata,7.3,254.2,126.7,57.6,5.31,105.7,247.3
Bangalore,454.3,212.3,59.6,71.0,6.86,67.6,392.7
Delhi,202.9,410.3,19.1,88.5,7.79,173.7,479.2
Mumbai,253.6,347.4,79.2,94.3,4.46,68.3,236.2
Chennai,233.4,577.7,137.3,38.2,9.75,195.9,343.9
Kolkata,128.3,285.6,78.8,61.5,3.87,90.5,211.8
Bangalore,134.9,388.6,143.7,3.1,0.65,70.9,455.1
Delhi,190.5,148.9,59.0,79.1,7.91,19.8,134.2
Mumbai,233.9,557.0,56.1,17.6,8.68,178.5,437.5
Chennai,323.7,580.8,146.4,1.4,0.02,193.1,453.3
Kolkata,232.0,315.0,137.4,97.3,4.72,137.4,135.7
Bangalore,148.1,365.9,57.3,91.2,9.5,197.0,96.6
Delhi,263.4,131.5,72.8,16.0,7.04,113.1,198.1
Mumbai,108.5,478.5,126.4,63.9,6.77,142.9,270.7
Chennai,335.5,303.0,74.4,23.5,6.67,31.8,421.2
Kolkata,335.4,515.0,85.3,20.2,7.56,146.3,337.4
Bangalore,412.4,227.8,34.7,3.1,8.77,97.7,453.9
Delhi,279.6,426.9,15.6,44.2,8.84,35.1,37.9
Mumbai,69.4,35.5,82.5,61.4,8.96,96.6,205.6
Chennai,7.1,521.2,129.0,61.4,3.83,195.1,68.0
Kolkata,246.9,296.2,54.6,48.8,2.69,133.2,233.5
Bangalore,421.2,90.5,105.0,78.8,3.64,56.8,128.7
Delhi,155.6,59.2,34.3,82.3,3.88,150.2,452.2
Mumbai,81.5,99.9,5.3,67.4,3.03,15.4,137.2
Chennai,137.4,217.2,41.5,42.0,5.82,165.2,208.4
Kolkata,176.1,143.6,65.6,68.5,5.98,40.5,280.3
Bangalore,446.6,551.3,18.8,90.8,3.25,37.3,408.0
Delhi,435.4,494.1,97.2,33.2,1.58,71.0,397.7
Mumbai,378.3,304.5,131.9,74.2,0.06,107.0,198.6
Chennai,469.8,387.7,85.7,45.3,7.86,72.5,473.5
Kolkata,102.8,598.5,114.8,92.5,8.25,80.2,370.4
Bangalore,86.7,460.4,83.4,21.2,7.65,144.1,112.3
Delhi,483.8,448.7,37.3,17.1,0.89,164.8,165.5
Mumbai,187.5,326.4,121.1,9.1,4.32,85.7,24.5
Chennai,64.0,394.4,64.5,52.6,3.71,154.8,459.1
Kolkata,290.1,326.2,101.3,21.1,9.6,135.7,114.3
Bangalore,331.5,434.7,147.0,14.2,6.58,46.0,74.3
Delhi,451.6,290.0,79.5,48.2,1.71,45.8,75.9
Mumbai,412.2,443.8,18.4,91.7,8.0,102.4,56.1
Chennai,473.8,103.3,5.4,13.1,7.19,41.8,105.6
Kolkata,137.9,267.7,81.7,65.0,5.51,125.9,76.6
Bangalore,121.0,349.1,108.5,56.6,0.5,70.6,397.1
Delhi,351.3,443.6,94.1,18.2,6.09,198.2,458.0
Mumbai,409.1,322.0,147.5,36.0,0.44,174.7,360.9
Chennai,210.0,566.2,72.2,90.4,4.0,114.5,168.2
Kolkata,49.3,375.2,22.8,82.7,4.14,177.6,253.3
Bangalore,79.2,575.0,53.8,83.9,7.97,93.7,387.8
Delhi,181.7,45.7,138.3,34.2,6.46,170.9,105.8
Mumbai,359.4,470.5,114.0,84.4,5.01,48.4,468.4
Chennai,85.0,553.2,11.7,96.8,1.49,102.3,175.4
Kolkata,481.5,386.4,101.0,3.3,2.8,192.3,175.8
Bangalore,365.7,54.0,122.2,29.9,1.24,75.4,478.1
Delhi,489.6,493.6,116.3,44.1,9.67,60.3,37.1
Mumbai,231.4,310.9,101.9,70.4,2.19,26.1,105.7
Chennai,249.1,187.9,84.3,19.3,0.39,41.5,232.1
Kolkata,269.2,466.8,4.1,55.3,1.79,37.3,192.9
Bangalore,225.7,575.8,77.6,87.5,2.54,64.4,146.0
Delhi,137.9,554.0,12.7,63.2,2.43,119.7,379.0
Mumbai,329.0,323.5,84.6,70.9,5.75,88.2,280.3
Chennai,489.1,298.3,1.6,47.8,9.91,121.2,135.6
Kolkata,111.3,248.8,27.7,68.4,4.26,193.9,103.2
Bangalore,72.7,39.3,9.8,7.3,4.2,168.2,360.4
Delhi,262.0,498.8,113.0,1.4,4.19,195.1,118.1
Mumbai,162.2,355.0,98.0,22.3,7.68,37.3,38.5
Chennai,422.3,94.6,28.8,71.9,5.89,27.7,492.9
Kolkata,419.7,294.8,109.8,52.5,8.4,86.4,43.9
Bangalore,431.0,350.1,15.2,12.7,3.51,81.2,69.2
Delhi,188.2,460.0,96.9,100.0,5.18,37.3,269.1
Mumbai,424.6,590.4,133.3,11.8,8.0,87.2,231.8
Chennai,275.7,17.5,122.4,79.2,0.75,189.3,113.1
Kolkata,380.5,335.1,116.1,78.5,9.86,11.3,305.8
Bangalore,140.6,23.5,20.8,79.7,3.08,169.6,44.1
Delhi,338.0,277.2,105.4,15.9,0.61,135.2,198.4
Mumbai,337.8,113.0,18.0,86.9,8.68,137.8,131.7
Chennai,428.2,308.2,68.0,66.5,7.55,32.1,345.5
Kolkata,358.2,219.9,94.3,4.5,7.55,136.6,43.5
Bangalore,2.7,68.2,66.1,98.5,8.01,144.2,321.2
Delhi,398.5,464.4,18.8,76.1,1.28,68.3,40.4
Mumbai,377.1,521.0,100.6,93.5,6.7,12.5,406.9
Chennai,459.9,193.7,112.7,18.9,8.07,121.0,142.8
Kolkata,211.4,39.6,20.3,90.5,8.33,131.3,262.9
Bangalore,246.3,114.3,10.6,3.9,9.33,84.5,138.1
Delhi,124.2,242.7,87.0,80.9,3.85,98.8,252.3
Mumbai,395.4,181.9,2.4,68.0,5.47,93.8,267.2
Chennai,59.7,451.6,8.6,95.5,3.68,167.8,279.4
Kolkata,176.4,503.9,52.8,96.9,0.73,87.8,72.1
Bangalore,491.5,415.3,11.8,15.4,7.74,107.2,212.4
Delhi,287.7,513.2,108.1,61.1,2.97,6.3,256.2
Mumbai,121.9,260.9,115.9,53.1,0.43,194.0,149.8
Chennai,68.3,350.4,81.9,22.2,1.57,175.5,309.0
Kolkata,177.1,519.7,141.4,68.9,5.43,15.8,344.3
Bangalore,466.5,303.7,129.7,63.9,8.77,14.1,448.5
Delhi,204.1,11.7,10.2,51.3,6.0,42.1,181.9
Mumbai,321.9,467.8,121.6,98.9,0.19,141.0,368.0
Chennai,65.9,83.2,121.5,49.2,1.29,47.2,262.7
Kolkata,58.5,0.2,109.2,21.5,8.29,116.6,74.7
Bangalore,104.3,538.7,70.5,66.3,4.32,72.7,67.0
Delhi,106.1,41.4,16.0,59.1,8.81,195.2,12.9
Mumbai,472.5,313.0,112.4,84.8,1.01,96.1,278.5
Chennai,400.2,231.7,44.1,60.0,9.51,63.9,285.3
Kolkata,157.9,523.1,83.0,17.0,2.69,71.5,186.0
Bangalore,285.2,420.5,7.8,8.6,0.57,54.1,273.6
Delhi,354.9,508.9,68.5,51.0,9.3,12.5,149.5
Mumbai,225.3,332.6,100.7,34.0,4.31,10.1,222.4
Chennai,420.0,280.0,89.5,45.2,3.9,199.9,131.1
Kolkata,166.8,276.2,125.5,39.2,1.28,151.6,234.3
Bangalore,18.2,554.7,48.9,68.2,8.76,48.6,185.8
Delhi,173.6,196.2,145.9,78.5,8.03,45.2,149.9
Mumbai,226.9,33.6,46.2,73.5,3.11,174.6,474.9
Chennai,179.4,419.3,67.0,11.5,4.08,170.6,383.5
Kolkata,157.2,496.1,4.3,2.5,5.83,199.5,33.6
Bangalore,270.6,433.1,103.8,77.9,5.84,79.7,40.6
Delhi,82.8,532.4,5.9,99.6,8.95,13.4,392.8
Mumbai,120.3,40.8,90.3,51.7,3.26,96.8,422.2
Chennai,134.5,26.8,60.4,24.7,4.11,24.1,495.6
Kolkata,284.5,269.8,118.7,40.9,4.59,103.4,200.2
Bangalore,328.3,14.8,121.0,39.4,4.29,141.0,395.5
Delhi,334.1,351.2,68.0,19.9,1.69,27.9,106.3
Mumbai,317.2,426.0,70.9,8.9,8.76,77.3,436.7
Chennai,217.0,31.3,37.0,69.8,7.77,169.4,124.5
Kolkata,271.9,465.4,110.3,55.4,4.93,63.7,386.3
Bangalore,326.2,133.9,103.5,96.1,9.63,143.9,397.5
Delhi,176.8,97.0,133.9,4.5,5.01,66.4,139.2
Mumbai,308.9,272.0,70.8,57.8,1.22,169.7,264.7
Chennai,309.6,165.9,84.1,10.3,7.75,136.6,69.9
Kolkata,393.2,502.7,48.6,34.2,0.85,99.9,390.8
Bangalore,55.2,545.8,144.7,67.8,4.96,81.6,338.0
Delhi,117.2,560.8,92.5,19.9,9.82,148.1,288.3
Mumbai,415.8,313.8,46.8,72.8,6.66,72.3,149.1
Chennai,167.2,306.3,35.1,51.1,5.93,60.4,90.6
Kolkata,297.3,258.7,145.8,95.3,3.91,158.0,253.9
Bangalore,144.9,473.6,85.0,35.9,3.84,104.2,261.1
Delhi,179.5,469.2,21.5,46.6,9.15,167.0,481.3
Mumbai,461.2,276.0,143.9,74.7,8.2,103.7,208.5
Chennai,234.3,55.4,69.7,43.0,6.65,50.5,327.3
Kolkata,324.8,369.1,10.7,80.2,9.93,83.7,319.2
Bangalore,267.7,205.7,97.4,0.1,1.4,173.8,363.5
Delhi,404.1,486.1,124.6,83.1,0.11,99.4,339.7
Mumbai,0.7,352.5,97.8,66.5,1.94,2.1,14.8
Chennai,168.9,523.1,92.5,83.6,1.62,174.7,33.9
Kolkata,105.6,193.0,81.0,52.0,3.06,26.8,16.4
Bangalore,498.7,77.3,114.3,39.4,0.79,174.7,236.3
Delhi,175.1,295.2,76.2,11.7,5.23,193.2,420.3
Mumbai,35.2,426.1,74.1,99.4,8.33,81.2,488.5
Chennai,168.4,532.3,4.4,44.6,2.98,187.8,492.2
Kolkata,468.5,339.5,88.8,28.3,3.75,23.7,310.1
Bangalore,449.4,173.3,22.7,27.3,3.47,27.7,59.7
Delhi,20.7,343.3,18.5,18.4,3.94,37.6,482.3
Mumbai,89.1,521.1,89.8,80.1,3.1,61.6,156.6
Chennai,283.8,205.2,50.0,69.5,9.16,132.6,272.9
Kolkata,418.2,50.4,132.3,5.6,2.79,74.9,408.4
Bangalore,436.4,105.4,85.0,2.3,8.36,170.4,416.8
Delhi,415.6,50.8,146.9,56.0,0.43,127.8,356.1
Mumbai,71.0,72.0,98.0,47.6,0.68,112.5,70.3
Chennai,242.9,533.4,94.5,26.2,3.07,79.7,346.3
Kolkata,412.1,232.7,11.9,19.0,8.76,38.0,228.5
Bangalore,171.6,370.3,100.5,77.1,8.12,93.6,245.6
Delhi,124.7,197.1,26.0,93.5,9.5,38.1,278.3
Mumbai,319.8,190.8,98.0,52.8,7.99,16.9,228.0
Chennai,239.3,516.0,5.6,81.2,3.06,182.5,54.8
Kolkata,460.6,227.9,104.2,2.1,0.06,176.8,382.6
Bangalore,285.6,330.8,122.6,98.7,0.81,51.6,386.8
Delhi,87.0,122.6,66.2,51.7,8.11,162.3,81.5
Mumbai,455.1,291.9,6.4,16.1,9.35,3.5,131.1
Chennai,428.3,53.2,37.9,16.7,8.57,101.6,120.7
Kolkata,405.8,436.0,12.4,85.7,7.03,191.0,383.2
Bangalore,25.4,76.7,27.6,48.5,1.8,177.8,119.5
Delhi,23.0,330.4,135.5,55.3,0.06,25.3,440.0
Mumbai,252.6,2.7,40.8,77.9,1.37,124.3,464.4
Chennai,273.9,182.3,134.7,69.0,3.58,58.2,192.2
Kolkata,89.6,586.3,114.6,18.5,7.03,28.3,86.6
Bangalore,285.4,436.6,100.3,13.2,3.13,67.1,409.1
Delhi,65.1,95.2,107.8,20.1,1.13,47.5,193.1
Mumbai,292.0,135.9,2.0,75.0,4.69,194.6,411.7
Chennai,344.4,379.3,7.5,87.5,4.15,46.7,385.9
Kolkata,398.0,84.4,20.3,23.1,6.86,36.4,282.9
Bangalore,264.2,144.3,147.1,65.5,2.59,122.5,157.8
Delhi,83.8,431.4,118.0,62.5,1.34,16.5,18.5
Mumbai,44.3,317.8,17.3,39.8,1.79,179.5,400.2
Chennai,101.0,265.7,144.2,39.4,8.21,173.0,449.1
Kolkata,451.8,546.7,116.4,68.7,1.98,11.3,487.9
Bangalore,474.4,433.0,56.1,95.2,9.0,41.3,80.5
Delhi,336.9,380.5,70.8,49.2,2.63,195.2,442.7
Mumbai,149.9,472.5,13.9,92.7,0.43,89.0,379.9
Chennai,208.1,225.9,28.1,71.8,7.4,92.9,6.2
Kolkata,7.0,409.3,21.1,25.1,0.89,137.8,190.9
Bangalore,260.6,471.1,136.5,35.7,5.0,46.4,163.2
Delhi,315.5,17.8,52.9,36.0,3.63,172.2,43.9
Mumbai,324.1,478.0,1.3,17.1,4.58,166.0,265.7
Chennai,417.8,429.1,30.2,72.9,1.28,116.3,456.6
Kolkata,356.3,371.3,18.0,0.8,1.44,179.3,276.9
Bangalore,354.6,582.1,120.8,76.2,2.28,185.0,421.0
Delhi,151.4,186.4,46.6,28.0,7.97,132.7,28.9
Mumbai,486.2,580.5,41.1,29.6,5.71,116.5,213.2
Chennai,310.4,390.6,62.5,70.1,9.21,45.6,488.9
Kolkata,162.0,337.7,31.0,26.1,4.63,195.0,208.3
Bangalore,14.5,529.5,40.6,16.9,0.11,26.9,370.8
Delhi,373.4,507.4,4.5,7.7,9.97,123.4,272.4
Mumbai,9.1,470.8,57.7,9.4,2.87,47.7,341.6
Chennai,308.8,499.6,131.6,28.4,0.01,168.6,464.3
Kolkata,78.2,88.7,28.9,64.1,7.53,199.1,317.6
Bangalore,470.5,53.0,58.5,8.8,8.38,52.6,184.0
Delhi,26.8,70.1,143.8,40.9,6.43,156.6,125.7
Mumbai,49.1,538.6,107.6,34.4,7.41,7.4,122.1
Chennai,471.6,76.4,86.7,29.1,8.36,35.1,276.6
Kolkata,22.7,207.5,21.3,92.0,7.07,153.8,110.0
Bangalore,107.2,465.9,146.8,96.6,1.25,38.1,29.0
Delhi,379.6,191.1,93.5,11.6,8.24,97.4,47.8
Mumbai,475.0,192.4,80.5,40.2,9.55,27.8,124.5
Chennai,483.4,54.3,73.6,39.4,0.1,69.4,60.9
Kolkata,24.5,218.8,76.2,8.8,4.41,109.6,157.5
Bangalore,137.5,446.2,113.9,40.4,6.57,177.3,23.6
Delhi,259.9,594.2,45.2,7.9,4.35,24.0,331.4
Mumbai,49.6,150.5,88.0,51.0,5.53,153.5,429.1
Chennai,120.6,498.4,104.3,68.1,2.37,156.2,90.4
Kolkata,18.3,409.8,72.8,5.7,2.92,164.4,361.0
Bangalore,58.5,505.1,66.6,68.0,1.11,59.9,386.5
Delhi,243.1,95.7,121.4,4.7,8.6,41.4,404.5
Mumbai,217.5,477.4,132.5,17.4,0.5,148.3,308.5
Chennai,470.2,61.3,51.4,58.7,3.59,118.8,462.0
Kolkata,73.5,180.3,101.6,13.4,7.55,54.9,275.3
Bangalore,302.6,440.2,64.9,62.2,5.94,123.5,415.1
Delhi,55.1,590.8,60.4,51.0,6.13,185.9,225.0
Mumbai,433.3,590.5,33.1,75.2,4.01,93.1,293.7
Chennai,496.8,177.5,82.2,18.3,6.43,10.3,421.0
Kolkata,471.9,114.1,141.8,16.2,6.8,90.9,258.3
Bangalore,427.6,544.6,21.4,59.7,4.82,128.8,465.9
Delhi,202.6,27.3,26.6,7.5,9.05,31.6,463.8
Mumbai,195.8,342.9,106.2,51.2,7.91,102.7,457.5
Chennai,149.8,143.8,97.8,99.3,1.4,124.2,458.9
Kolkata,315.6,388.5,87.9,34.7,1.35,53.5,410.3
Bangalore,209.4,196.1,13.1,17.9,6.47,72.9,155.6
Delhi,315.6,534.9,13.3,30.3,7.84,166.5,407.5
Mumbai,18.8,518.6,49.5,1.3,6.61,21.4,51.2
Chennai,83.2,158.6,118.1,62.8,7.6,154.1,72.4
Kolkata,221.8,115.6,7.2,77.7,1.59,87.9,248.7
Bangalore,23.4,298.2,147.6,8.1,2.51,150.6,141.2
Delhi,293.9,406.7,98.9,12.2,7.48,177.4,409.6
Mumbai,410.4,324.7,26.1,76.9,1.45,162.2,324.1
Chennai,138.7,496.9,7.6,91.1,5.44,2.1,188.3
Kolkata,480.3,551.1,41.7,43.0,0.49,53.2,375.2
Bangalore,30.4,54.7,47.1,99.1,8.16,90.2,301.2
Delhi,98.2,87.4,118.3,2.3,0.11,130.2,85.2
Mumbai,447.4,364.0,76.4,28.7,4.52,49.1,304.7
Chennai,364.1,176.7,113.7,39.0,8.26,142.4,365.9
Kolkata,248.5,183.5,121.7,42.3,6.6,108.0,129.7
Bangalore,346.8,589.5,53.4,37.5,1.82,144.4,66.1
Delhi,435.5,477.0,33.3,27.9,7.02,125.9,311.9
Mumbai,437.0,16.5,35.9,32.3,6.62,154.4,82.1
Chennai,73.9,341.6,127.1,31.3,9.4,192.5,163.8
Kolkata,281.6,567.7,58.6,77.7,8.88,171.6,46.0
Bangalore,350.2,197.1,100.9,69.7,7.79,21.7,97.8
Delhi,285.5,493.1,79.8,47.2,5.25,5.3,120.3
Mumbai,332.4,251.1,3.8,6.7,1.75,27.1,150.0
Chennai,464.9,110.3,103.0,81.0,0.93,189.4,51.4
Kolkata,92.8,415.2,115.2,58.8,0.8,43.0,200.7
Bangalore,468.9,556.6,84.1,13.4,1.14,116.6,90.1
Delhi,265.1,107.5,85.7,10.9,8.04,178.1,254.0
Mumbai,253.5,13.8,50.0,64.7,6.01,148.9,208.8
Chennai,260.0,580.1,45.9,80.3,6.71,117.4,499.7
Kolkata,94.8,290.7,16.4,47.5,7.5,106.9,51.9
Bangalore,462.3,111.8,71.1,66.6,6.51,59.7,86.8
Delhi,101.5,257.0,116.7,8.5,2.01,22.0,45.2
Mumbai,56.4,315.1,12.4,42.5,0.17,154.0,235.4
Chennai,146.4,14.3,10.6,17.3,9.33,52.3,112.9
Kolkata,135.9,546.4,32.0,51.3,1.71,116.3,111.8
Bangalore,143.9,539.8,146.0,60.1,1.68,164.2,374.5
Delhi,277.1,569.3,129.0,29.1,9.01,182.4,44.8
Mumbai,351.7,122.6,101.8,46.6,9.57,52.9,329.5
Chennai,148.3,83.9,79.7,96.1,2.31,147.8,191.7
Kolkata,198.4,109.2,57.9,6.5,1.84,118.5,108.9
Bangalore,91.3,77.0,133.9,7.9,3.58,120.5,419.1
Delhi,182.1,575.3,90.2,99.1,4.79,187.6,497.6
Mumbai,98.0,524.0,36.6,24.1,0.75,167.3,129.6
Chennai,139.8,564.3,97.4,2.2,3.2,103.4,139.4
Kolkata,211.4,458.2,112.0,44.7,2.24,108.8,277.2
Bangalore,417.1,202.2,142.9,46.4,6.42,118.3,455.2
Delhi,220.4,318.5,128.6,71.7,4.55,29.2,458.9
Mumbai,242.6,492.4,26.3,73.7,9.01,118.7,66.0
Chennai,212.8,402.6,148.0,68.3,4.02,192.0,157.3
Kolkata,212.5,358.7,120.3,73.0,3.55,104.4,227.6
Bangalore,272.8,149.5,62.6,51.0,7.27,63.7,429.8
Delhi,198.1,120.4,98.3,10.1,2.8,115.9,489.9
Mumbai,166.7,388.3,131.2,36.6,9.97,94.7,425.4
Chennai,477.1,339.1,59.9,60.1,8.76,161.4,314.3
Kolkata,89.6,185.6,38.4,71.8,9.76,73.5,449.3
Bangalore,320.5,384.1,44.9,82.3,8.71,59.8,13.3
Delhi,275.8,27.8,90.8,49.0,8.05,56.9,287.1
Mumbai,182.4,432.8,39.9,75.2,6.18,195.9,370.0
Chennai,132.0,219.9,100.5,5.7,6.21,199.7,0.5
Kolkata,196.4,363.2,146.4,35.9,9.76,73.4,287.5
Bangalore,310.3,110.5,68.1,65.0,0.13,145.7,40.6
Delhi,447.8,308.8,140.2,27.6,2.5,178.5,14.4
Mumbai,64.3,356.6,91.3,87.6,2.14,71.3,399.0
Chennai,425.8,14.6,44.6,8.6,8.65,82.5,193.9
Kolkata,239.0,418.6,128.5,72.0,2.53,54.4,55.8
Bangalore,124.1,317.4,101.6,64.0,9.87,118.6,220.4
Delhi,258.3,148.4,34.5,74.6,3.84,148.0,221.9
Mumbai,166.0,456.0,11.9,81.3,9.9,163.2,431.1
Chennai,123.2,77.8,131.7,46.6,3.17,72.5,368.5
Kolkata,35.2,113.6,107.2,31.2,3.53,71.3,317.9
Bangalore,9.8,468.0,104.1,93.7,9.29,24.9,403.5
Delhi,6.6,11.2,145.1,82.1,2.19,21.6,360.4
Mumbai,76.7,104.0,139.8,26.0,3.56,82.4,358.7
Chennai,89.8,400.4,25.9,82.9,4.97,160.1,469.1
Kolkata,94.0,599.6,85.1,27.9,5.07,141.4,25.9
Bangalore,371.4,274.8,118.8,63.8,7.8,130.0,366.9
Delhi,268.8,27.5,51.8,86.2,6.59,100.7,210.0
Mumbai,443.4,44.6,83.2,46.8,7.75,71.9,197.4
Chennai,178.9,357.0,78.2,96.2,2.03,180.0,268.7
Kolkata,183.9,354.6,41.3,95.1,6.23,9.3,438.6
Bangalore,363.3,298.5,62.2,88.3,2.86,10.1,453.3
Delhi,456.1,195.8,148.4,36.0,6.08,51.8,123.2
Mumbai,139.4,87.5,64.9,80.3,3.12,10.9,242.3
Chennai,274.9,331.7,17.1,10.6,5.28,142.7,368.2
Kolkata,109.6,40.7,10.8,9.7,4.52,103.5,83.7
Bangalore,42.0,432.7,108.5,1.3,0.88,77.6,405.5
Delhi,126.9,455.1,51.4,24.5,9.03,172.6,299.2
Mumbai,229.6,504.4,39.8,82.1,3.71,73.6,313.0
Chennai,77.4,483.9,19.7,38.6,3.91,2.1,44.4
Kolkata,437.3,510.2,49.2,10.4,6.65,174.7,341.1
Bangalore,428.2,460.9,127.6,91.8,9.2,18.3,370.8
Delhi,424.1,388.5,144.3,27.1,6.82,75.6,87.7
Mumbai,287.4,142.8,2.1,90.7,7.97,25.5,12.1
Chennai,189.5,529.6,138.8,74.8,9.52,13.0,332.7
Kolkata,470.2,48.4,24.1,13.6,3.43,193.5,220.6
Bangalore,342.5,365.6,23.5,46.7,2.52,52.4,240.7
Delhi,16.5,443.1,3.2,6.1,7.55,110.2,255.6
Mumbai,189.6,78.6,48.0,60.1,8.43,84.5,477.5
Chennai,154.3,228.1,52.3,0.1,8.06,129.8,77.4
Kolkata,34.9,406.8,80.1,15.2,2.05,19.0,67.4
Bangalore,181.4,409.7,43.3,36.4,6.2,183.5,98.3
Delhi,341.6,326.1,70.5,98.8,5.43,139.8,152.9
Mumbai,480.3,288.5,57.7,26.0,0.01,80.2,394.9
Chennai,463.3,3.0,132.1,7.0,1.65,188.3,63.1
Kolkata,86.8,18.7,119.3,37.5,0.78,186.7,497.3
Bangalore,343.7,371.3,81.6,80.2,2.5,146.3,92.5
Delhi,323.6,149.8,7.8,51.9,3.26,95.6,366.6
Mumbai,439.0,87.3,138.2,3.4,9.91,34.7,426.1
Chennai,224.8,15.3,48.2,49.0,4.49,194.1,138.1
Kolkata,104.4,219.6,65.2,98.9,4.16,2.1,424.8
Bangalore,98.6,437.9,63.8,65.9,9.17,92.3,193.6
Delhi,150.5,432.0,125.8,40.6,8.0,158.4,295.6
Mumbai,380.8,4.4,103.6,18.5,4.89,47.3,143.3
Chennai,56.2,502.8,22.7,0.0,9.76,61.0,166.8
Kolkata,68.2,540.3,73.3,7.0,6.0,42.6,469.1
Bangalore,441.3,14.2,100.8,74.3,8.17,129.5,160.7
Delhi,181.0,94.7,55.7,62.9,5.51,154.0,188.5
Mumbai,103.8,85.8,78.8,50.7,0.14,161.6,99.5
Chennai,274.0,357.4,41.9,89.6,2.17,24.5,157.2
Kolkata,483.3,523.7,38.0,9.5,3.29,125.5,241.8
